"Step","bc-coldstart-v2 - grad_norm","bc-coldstart-v2 - grad_norm__MIN","bc-coldstart-v2 - grad_norm__MAX"
"4450","0.5186529159545898","0.5186529159545898","0.5186529159545898"
"4500","0.5253097414970398","0.5253097414970398","0.5253097414970398"
"4550","0.5082305073738098","0.5082305073738098","0.5082305073738098"
"4600","0.501825749874115","0.501825749874115","0.501825749874115"
"4650","0.48065900802612305","0.48065900802612305","0.48065900802612305"
"4700","0.49605506658554077","0.49605506658554077","0.49605506658554077"
"4750","0.48271068930625916","0.48271068930625916","0.48271068930625916"
"4800","0.4851607382297516","0.4851607382297516","0.4851607382297516"
"4850","0.49739375710487366","0.49739375710487366","0.49739375710487366"
"4900","0.5174912810325623","0.5174912810325623","0.5174912810325623"
"4950","0.4770619869232178","0.4770619869232178","0.4770619869232178"
"5000","0.47920820116996765","0.47920820116996765","0.47920820116996765"
"5050","0.46216467022895813","0.46216467022895813","0.46216467022895813"
"5100","0.49466654658317566","0.49466654658317566","0.49466654658317566"
"5150","0.4847831130027771","0.4847831130027771","0.4847831130027771"
"5200","0.46537885069847107","0.46537885069847107","0.46537885069847107"
"5250","0.4724680483341217","0.4724680483341217","0.4724680483341217"
"5300","0.471576064825058","0.471576064825058","0.471576064825058"
"5350","0.49780699610710144","0.49780699610710144","0.49780699610710144"
"5400","0.4743223190307617","0.4743223190307617","0.4743223190307617"
"5450","0.46659788489341736","0.46659788489341736","0.46659788489341736"
"5500","0.45033568143844604","0.45033568143844604","0.45033568143844604"
"5550","0.4667760729789734","0.4667760729789734","0.4667760729789734"
"5600","0.4790686368942261","0.4790686368942261","0.4790686368942261"
"5650","0.45173460245132446","0.45173460245132446","0.45173460245132446"
"5700","0.45326411724090576","0.45326411724090576","0.45326411724090576"
"5750","0.4657116234302521","0.4657116234302521","0.4657116234302521"
"5800","0.4624136984348297","0.4624136984348297","0.4624136984348297"
"5850","0.4523598253726959","0.4523598253726959","0.4523598253726959"
"5900","0.4456738531589508","0.4456738531589508","0.4456738531589508"
"5950","0.4458112120628357","0.4458112120628357","0.4458112120628357"
"6000","0.45303183794021606","0.45303183794021606","0.45303183794021606"
"6050","0.44967788457870483","0.44967788457870483","0.44967788457870483"
"6100","0.4533082842826843","0.4533082842826843","0.4533082842826843"
"6150","0.45843246579170227","0.45843246579170227","0.45843246579170227"
"6200","0.4449475109577179","0.4449475109577179","0.4449475109577179"
"6250","0.4375602602958679","0.4375602602958679","0.4375602602958679"
"6300","0.44353801012039185","0.44353801012039185","0.44353801012039185"
"6350","0.4328702390193939","0.4328702390193939","0.4328702390193939"
"6400","0.44837668538093567","0.44837668538093567","0.44837668538093567"
"6450","0.43571433424949646","0.43571433424949646","0.43571433424949646"
"6500","0.43080732226371765","0.43080732226371765","0.43080732226371765"
"6550","0.430753618478775","0.430753618478775","0.430753618478775"
"6600","0.43991973996162415","0.43991973996162415","0.43991973996162415"
"6650","0.41735342144966125","0.41735342144966125","0.41735342144966125"
"6700","0.42791688442230225","0.42791688442230225","0.42791688442230225"
"6750","0.41794857382774353","0.41794857382774353","0.41794857382774353"
"6800","0.45053380727767944","0.45053380727767944","0.45053380727767944"
"6850","0.43296241760253906","0.43296241760253906","0.43296241760253906"
"6900","0.43002456426620483","0.43002456426620483","0.43002456426620483"
"6950","0.43903425335884094","0.43903425335884094","0.43903425335884094"
"7000","0.42402610182762146","0.42402610182762146","0.42402610182762146"
"7050","0.3972457945346832","0.3972457945346832","0.3972457945346832"
"7100","0.4093514680862427","0.4093514680862427","0.4093514680862427"
"7150","0.44252127408981323","0.44252127408981323","0.44252127408981323"
"7200","0.43254369497299194","0.43254369497299194","0.43254369497299194"
"7250","0.415048211812973","0.415048211812973","0.415048211812973"
"7300","0.413094699382782","0.413094699382782","0.413094699382782"
"7350","0.42321333289146423","0.42321333289146423","0.42321333289146423"
"7400","0.4314579367637634","0.4314579367637634","0.4314579367637634"
"7450","0.4259772002696991","0.4259772002696991","0.4259772002696991"
"7500","0.4314747452735901","0.4314747452735901","0.4314747452735901"
"7550","0.4437144100666046","0.4437144100666046","0.4437144100666046"
"7600","0.42149025201797485","0.42149025201797485","0.42149025201797485"
"7650","0.4182351529598236","0.4182351529598236","0.4182351529598236"
"7700","0.41464731097221375","0.41464731097221375","0.41464731097221375"
"7750","0.4210258424282074","0.4210258424282074","0.4210258424282074"
"7800","0.41191309690475464","0.41191309690475464","0.41191309690475464"
"7850","0.39399275183677673","0.39399275183677673","0.39399275183677673"
"7900","0.40884116291999817","0.40884116291999817","0.40884116291999817"
"7950","0.4057671129703522","0.4057671129703522","0.4057671129703522"
"8000","0.42862647771835327","0.42862647771835327","0.42862647771835327"
"8050","0.3964325487613678","0.3964325487613678","0.3964325487613678"
"8100","0.40813979506492615","0.40813979506492615","0.40813979506492615"
"8150","0.4128793179988861","0.4128793179988861","0.4128793179988861"
"8200","0.41826650500297546","0.41826650500297546","0.41826650500297546"
"8250","0.37430039048194885","0.37430039048194885","0.37430039048194885"
"8300","0.3986484408378601","0.3986484408378601","0.3986484408378601"
"8350","0.3961281180381775","0.3961281180381775","0.3961281180381775"
"8400","0.3911161720752716","0.3911161720752716","0.3911161720752716"
"8450","0.4136398136615753","0.4136398136615753","0.4136398136615753"
"8500","0.3956519365310669","0.3956519365310669","0.3956519365310669"
"8550","0.40318727493286133","0.40318727493286133","0.40318727493286133"
"8600","0.40896686911582947","0.40896686911582947","0.40896686911582947"
"8650","0.39220762252807617","0.39220762252807617","0.39220762252807617"
"8700","0.3978271484375","0.3978271484375","0.3978271484375"
"8750","0.4213401675224304","0.4213401675224304","0.4213401675224304"
"8800","0.3910192847251892","0.3910192847251892","0.3910192847251892"
"8850","0.4077189266681671","0.4077189266681671","0.4077189266681671"
"8900","0.41971519589424133","0.41971519589424133","0.41971519589424133"
"8950","0.41157957911491394","0.41157957911491394","0.41157957911491394"
"9000","0.41405975818634033","0.41405975818634033","0.41405975818634033"
"9050","0.4098449647426605","0.4098449647426605","0.4098449647426605"
"9100","0.4025634229183197","0.4025634229183197","0.4025634229183197"
"9150","0.3900950253009796","0.3900950253009796","0.3900950253009796"
"9200","0.4068900942802429","0.4068900942802429","0.4068900942802429"
"9250","0.3956649601459503","0.3956649601459503","0.3956649601459503"
"9300","0.40856364369392395","0.40856364369392395","0.40856364369392395"
"9350","0.38228896260261536","0.38228896260261536","0.38228896260261536"
"9400","0.4279203712940216","0.4279203712940216","0.4279203712940216"
"9450","0.3895360827445984","0.3895360827445984","0.3895360827445984"
"9500","0.3851253390312195","0.3851253390312195","0.3851253390312195"
"9550","0.40100622177124023","0.40100622177124023","0.40100622177124023"
"9600","0.40652891993522644","0.40652891993522644","0.40652891993522644"
"9650","0.4166777729988098","0.4166777729988098","0.4166777729988098"
"9700","0.3870692253112793","0.3870692253112793","0.3870692253112793"
"9750","0.3941531181335449","0.3941531181335449","0.3941531181335449"
"9800","0.4098941683769226","0.4098941683769226","0.4098941683769226"
"9850","0.41345760226249695","0.41345760226249695","0.41345760226249695"
"9900","0.407511442899704","0.407511442899704","0.407511442899704"
"9950","0.40521788597106934","0.40521788597106934","0.40521788597106934"
"10000","0.39161503314971924","0.39161503314971924","0.39161503314971924"
"10050","0.3926766812801361","0.3926766812801361","0.3926766812801361"
"10100","0.38263899087905884","0.38263899087905884","0.38263899087905884"
"10150","0.3949999511241913","0.3949999511241913","0.3949999511241913"
"10200","0.41398492455482483","0.41398492455482483","0.41398492455482483"
"10250","0.405423104763031","0.405423104763031","0.405423104763031"
"10300","0.4079027473926544","0.4079027473926544","0.4079027473926544"
"10350","0.41783881187438965","0.41783881187438965","0.41783881187438965"
"10400","0.3893640339374542","0.3893640339374542","0.3893640339374542"
"10450","0.4265822470188141","0.4265822470188141","0.4265822470188141"
"10500","0.3682723045349121","0.3682723045349121","0.3682723045349121"
"10550","0.39305102825164795","0.39305102825164795","0.39305102825164795"
"10600","0.3957512676715851","0.3957512676715851","0.3957512676715851"
"10650","0.3893333971500397","0.3893333971500397","0.3893333971500397"
"10700","0.4081621468067169","0.4081621468067169","0.4081621468067169"
"10750","0.39906439185142517","0.39906439185142517","0.39906439185142517"
"10800","0.41209834814071655","0.41209834814071655","0.41209834814071655"
"10850","0.391118586063385","0.391118586063385","0.391118586063385"
"10900","0.3993421792984009","0.3993421792984009","0.3993421792984009"
"10950","0.38240817189216614","0.38240817189216614","0.38240817189216614"
"11000","0.4190732538700104","0.4190732538700104","0.4190732538700104"
"11050","0.4092152714729309","0.4092152714729309","0.4092152714729309"
"11100","0.4044577181339264","0.4044577181339264","0.4044577181339264"
"11150","0.38738706707954407","0.38738706707954407","0.38738706707954407"
"11200","0.40681296586990356","0.40681296586990356","0.40681296586990356"
"11250","0.38866347074508667","0.38866347074508667","0.38866347074508667"
"11300","0.389077365398407","0.389077365398407","0.389077365398407"
"11350","0.4105645716190338","0.4105645716190338","0.4105645716190338"
"11400","0.406410276889801","0.406410276889801","0.406410276889801"
"11450","0.3802486062049866","0.3802486062049866","0.3802486062049866"
"11500","0.41607466340065","0.41607466340065","0.41607466340065"
"11550","0.38530197739601135","0.38530197739601135","0.38530197739601135"
"11600","0.3762566149234772","0.3762566149234772","0.3762566149234772"
"11650","0.4103744328022003","0.4103744328022003","0.4103744328022003"
"11700","0.39066943526268005","0.39066943526268005","0.39066943526268005"
"11750","0.40397578477859497","0.40397578477859497","0.40397578477859497"
"11800","0.3804493248462677","0.3804493248462677","0.3804493248462677"
"11850","0.40362390875816345","0.40362390875816345","0.40362390875816345"
"11900","0.39617469906806946","0.39617469906806946","0.39617469906806946"
"11950","0.41011884808540344","0.41011884808540344","0.41011884808540344"
"12000","0.41598817706108093","0.41598817706108093","0.41598817706108093"
"12050","0.4097864031791687","0.4097864031791687","0.4097864031791687"
"12100","0.41286003589630127","0.41286003589630127","0.41286003589630127"
"12150","0.4048885107040405","0.4048885107040405","0.4048885107040405"
"12200","0.3987841308116913","0.3987841308116913","0.3987841308116913"
"12250","0.4000220000743866","0.4000220000743866","0.4000220000743866"
"12300","0.4224221706390381","0.4224221706390381","0.4224221706390381"
"12350","0.4068707525730133","0.4068707525730133","0.4068707525730133"
"12400","0.4058471620082855","0.4058471620082855","0.4058471620082855"
"12450","0.40212032198905945","0.40212032198905945","0.40212032198905945"
"12500","0.37922927737236023","0.37922927737236023","0.37922927737236023"
"12550","0.4155999422073364","0.4155999422073364","0.4155999422073364"
"12600","0.38739219307899475","0.38739219307899475","0.38739219307899475"
"12650","0.39964133501052856","0.39964133501052856","0.39964133501052856"
"12700","0.42630162835121155","0.42630162835121155","0.42630162835121155"
"12750","0.40463927388191223","0.40463927388191223","0.40463927388191223"
"12800","0.4144328832626343","0.4144328832626343","0.4144328832626343"
"12850","0.41758251190185547","0.41758251190185547","0.41758251190185547"
"12900","0.38329145312309265","0.38329145312309265","0.38329145312309265"
"12950","0.4059595465660095","0.4059595465660095","0.4059595465660095"
"13000","0.3954434096813202","0.3954434096813202","0.3954434096813202"
"13050","0.3936846852302551","0.3936846852302551","0.3936846852302551"
"13100","0.39562690258026123","0.39562690258026123","0.39562690258026123"
"13150","0.38444384932518005","0.38444384932518005","0.38444384932518005"
"13200","0.4111350178718567","0.4111350178718567","0.4111350178718567"
"13250","0.40271881222724915","0.40271881222724915","0.40271881222724915"
"13300","0.40347838401794434","0.40347838401794434","0.40347838401794434"
"13350","0.4095399081707001","0.4095399081707001","0.4095399081707001"
"13400","0.3935259282588959","0.3935259282588959","0.3935259282588959"
"13450","0.39775365591049194","0.39775365591049194","0.39775365591049194"
"13500","0.4065476059913635","0.4065476059913635","0.4065476059913635"
"13550","0.3883010447025299","0.3883010447025299","0.3883010447025299"
"13600","0.4071502089500427","0.4071502089500427","0.4071502089500427"
"13650","0.40168264508247375","0.40168264508247375","0.40168264508247375"
"13700","0.39398759603500366","0.39398759603500366","0.39398759603500366"
"13750","0.39628928899765015","0.39628928899765015","0.39628928899765015"
"13800","0.3956757187843323","0.3956757187843323","0.3956757187843323"
"13850","0.3973756432533264","0.3973756432533264","0.3973756432533264"
"13900","0.3785514831542969","0.3785514831542969","0.3785514831542969"
"13950","0.40054556727409363","0.40054556727409363","0.40054556727409363"
"14000","0.44549405574798584","0.44549405574798584","0.44549405574798584"
"14050","0.3970518112182617","0.3970518112182617","0.3970518112182617"
"14100","0.3913877010345459","0.3913877010345459","0.3913877010345459"
"14150","0.39048415422439575","0.39048415422439575","0.39048415422439575"
"14200","0.3903724253177643","0.3903724253177643","0.3903724253177643"
"14250","0.39835837483406067","0.39835837483406067","0.39835837483406067"
"14300","0.41572779417037964","0.41572779417037964","0.41572779417037964"
"14350","0.4033913314342499","0.4033913314342499","0.4033913314342499"
"14400","0.39103105664253235","0.39103105664253235","0.39103105664253235"
"14450","0.40063586831092834","0.40063586831092834","0.40063586831092834"
"14500","0.4168536365032196","0.4168536365032196","0.4168536365032196"
"14550","0.39423641562461853","0.39423641562461853","0.39423641562461853"
"14600","0.4052286148071289","0.4052286148071289","0.4052286148071289"
"14650","0.3973930776119232","0.3973930776119232","0.3973930776119232"
"14700","0.4239838421344757","0.4239838421344757","0.4239838421344757"
"14750","0.3964122235774994","0.3964122235774994","0.3964122235774994"
"14800","0.3991122245788574","0.3991122245788574","0.3991122245788574"
"14850","0.40316787362098694","0.40316787362098694","0.40316787362098694"
"14900","0.40488263964653015","0.40488263964653015","0.40488263964653015"
"14950","0.39872878789901733","0.39872878789901733","0.39872878789901733"
